threshold,cost,precision,recall,f1,tp,fp,tn,fn
0.66,69.0,0.8333333333333334,0.6060606060606061,0.7017543859649124,20,4,24,13
0.665,69.0,0.8333333333333334,0.6060606060606061,0.7017543859649124,20,4,24,13
0.67,69.0,0.8333333333333334,0.6060606060606061,0.7017543859649124,20,4,24,13
0.675,69.0,0.8333333333333334,0.6060606060606061,0.7017543859649124,20,4,24,13
0.68,69.0,0.8333333333333334,0.6060606060606061,0.7017543859649124,20,4,24,13
0.685,68.0,0.8695652173913043,0.6060606060606061,0.7142857142857143,20,3,25,13
0.6900000000000001,68.0,0.8695652173913043,0.6060606060606061,0.7142857142857143,20,3,25,13
0.6950000000000001,68.0,0.8695652173913043,0.6060606060606061,0.7142857142857143,20,3,25,13
0.7000000000000001,68.0,0.8695652173913043,0.6060606060606061,0.7142857142857143,20,3,25,13
0.705,68.0,0.8695652173913043,0.6060606060606061,0.7142857142857143,20,3,25,13
0.71,68.0,0.8695652173913043,0.6060606060606061,0.7142857142857143,20,3,25,13
0.715,68.0,0.8695652173913043,0.6060606060606061,0.7142857142857143,20,3,25,13
0.72,73.0,0.8636363636363636,0.5757575757575758,0.6909090909090909,19,3,25,14
0.725,73.0,0.8636363636363636,0.5757575757575758,0.6909090909090909,19,3,25,14
0.73,73.0,0.8636363636363636,0.5757575757575758,0.6909090909090909,19,3,25,14
0.735,73.0,0.8636363636363636,0.5757575757575758,0.6909090909090909,19,3,25,14
0.74,73.0,0.8636363636363636,0.5757575757575758,0.6909090909090909,19,3,25,14
0.745,78.0,0.8571428571428571,0.5454545454545454,0.6666666666666665,18,3,25,15
0.75,78.0,0.8571428571428571,0.5454545454545454,0.6666666666666665,18,3,25,15
0.755,78.0,0.8571428571428571,0.5454545454545454,0.6666666666666665,18,3,25,15
0.76,78.0,0.8571428571428571,0.5454545454545454,0.6666666666666665,18,3,25,15
0.765,78.0,0.8571428571428571,0.5454545454545454,0.6666666666666665,18,3,25,15
0.77,78.0,0.8571428571428571,0.5454545454545454,0.6666666666666665,18,3,25,15
0.775,78.0,0.8571428571428571,0.5454545454545454,0.6666666666666665,18,3,25,15
0.78,78.0,0.8571428571428571,0.5454545454545454,0.6666666666666665,18,3,25,15
0.785,76.0,0.9473684210526315,0.5454545454545454,0.6923076923076923,18,1,27,15
0.79,76.0,0.9473684210526315,0.5454545454545454,0.6923076923076923,18,1,27,15
0.795,75.0,1.0,0.5454545454545454,0.7058823529411764,18,0,28,15
0.8,75.0,1.0,0.5454545454545454,0.7058823529411764,18,0,28,15
0.805,75.0,1.0,0.5454545454545454,0.7058823529411764,18,0,28,15
0.81,80.0,1.0,0.5151515151515151,0.6799999999999999,17,0,28,16
0.8150000000000001,80.0,1.0,0.5151515151515151,0.6799999999999999,17,0,28,16
0.8200000000000001,80.0,1.0,0.5151515151515151,0.6799999999999999,17,0,28,16
0.8250000000000001,80.0,1.0,0.5151515151515151,0.6799999999999999,17,0,28,16
0.8300000000000001,80.0,1.0,0.5151515151515151,0.6799999999999999,17,0,28,16
0.835,85.0,1.0,0.48484848484848486,0.653061224489796,16,0,28,17
0.84,85.0,1.0,0.48484848484848486,0.653061224489796,16,0,28,17
0.845,90.0,1.0,0.45454545454545453,0.625,15,0,28,18
0.85,90.0,1.0,0.45454545454545453,0.625,15,0,28,18
0.855,90.0,1.0,0.45454545454545453,0.625,15,0,28,18
0.86,100.0,1.0,0.3939393939393939,0.5652173913043478,13,0,28,20
0.865,110.0,1.0,0.3333333333333333,0.5,11,0,28,22
0.87,110.0,1.0,0.3333333333333333,0.5,11,0,28,22
0.875,110.0,1.0,0.3333333333333333,0.5,11,0,28,22
0.88,120.0,1.0,0.2727272727272727,0.42857142857142855,9,0,28,24
0.885,120.0,1.0,0.2727272727272727,0.42857142857142855,9,0,28,24
0.89,125.0,1.0,0.24242424242424243,0.3902439024390244,8,0,28,25
0.895,130.0,1.0,0.21212121212121213,0.35,7,0,28,26
0.9,135.0,1.0,0.18181818181818182,0.3076923076923077,6,0,28,27
0.905,140.0,1.0,0.15151515151515152,0.2631578947368421,5,0,28,28
0.91,145.0,1.0,0.12121212121212122,0.21621621621621626,4,0,28,29
0.915,145.0,1.0,0.12121212121212122,0.21621621621621626,4,0,28,29
0.92,145.0,1.0,0.12121212121212122,0.21621621621621626,4,0,28,29
0.925,145.0,1.0,0.12121212121212122,0.21621621621621626,4,0,28,29
0.93,155.0,1.0,0.06060606060606061,0.1142857142857143,2,0,28,31
0.935,155.0,1.0,0.06060606060606061,0.1142857142857143,2,0,28,31
0.9400000000000001,155.0,1.0,0.06060606060606061,0.1142857142857143,2,0,28,31
0.9450000000000001,160.0,1.0,0.030303030303030304,0.05882352941176471,1,0,28,32
0.9500000000000001,165.0,0.0,0.0,0.0,0,0,28,33
0.9550000000000001,165.0,0.0,0.0,0.0,0,0,28,33
0.96,165.0,0.0,0.0,0.0,0,0,28,33
0.965,165.0,0.0,0.0,0.0,0,0,28,33
0.97,165.0,0.0,0.0,0.0,0,0,28,33
0.975,165.0,0.0,0.0,0.0,0,0,28,33
0.98,165.0,0.0,0.0,0.0,0,0,28,33
0.985,165.0,0.0,0.0,0.0,0,0,28,33
0.99,165.0,0.0,0.0,0.0,0,0,28,33
0.995,165.0,0.0,0.0,0.0,0,0,28,33
1.0,165.0,0.0,0.0,0.0,0,0,28,33
